Citation,Host_Species,Host_Family,Host_Order,HS,WNV_Strain,Virus_Isolate_Date,Isolate_Location,Virus_Genotype,Virus_Dose,Host_Isolate_Location,Sample_Size_Original,Sample_Size_Death,Day,Titer
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,Colorado,4,4,1,2.23
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,Colorado,4,4,2,5.132
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,Colorado,4,4,3,6.245
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,Colorado,4,4,4,5.468
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,Colorado,4,4,5,4.788
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,Colorado,4,4,6,3.365
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,Colorado,4,4,7,2.018
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,Colorado,4,4,8,
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249N,1999,New York,D,1500,Colorado,4,4,1,1.989
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249N,1999,New York,D,1500,Colorado,4,4,2,2.82
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249N,1999,New York,D,1500,Colorado,4,4,3,4.052
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249N,1999,New York,D,1500,Colorado,4,4,4,5.174
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249N,1999,New York,D,1500,Colorado,4,4,5,6.055
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249N,1999,New York,D,1500,Colorado,4,4,6,5.708
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249N,1999,New York,D,1500,Colorado,4,4,7,6.22
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249N,1999,New York,D,1500,Colorado,4,4,8,
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,1,2.361
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,2,3.886
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,3,4.724
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,4,3.306
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,5,2.398
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,6,2.537
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,7,2.128
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,8,
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,1,2.342
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,2,3.731
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,3,3.451
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,4,2.864
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,5,2.737
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,6,1.993
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,7,1.794
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,8,
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,1,2.21093465555556
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,2,5.84444444444444
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,3,6.63788888888889
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,4,6.45255555555556
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,5,5.24
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,6,2.71455555555556
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,7,1.87533333333333
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,8,1.58033333333333
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,5,1,4.506
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,5,2,8.396
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,5,3,9.312
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,4,4,9.539
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,3,5,7.056
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,2,6,3.153
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,1,7,2.776
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,0,8,
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,1,3.421
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,2,5.73
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,3,6.294
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,4,6.561
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,5,5.384
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,6,3.932
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,7,1.7
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,8,
Nemeth et al. 2011,American crow,Corvidae,Passeriformes,American crow,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,1,0.574333333333333
Nemeth et al. 2011,American crow,Corvidae,Passeriformes,American crow,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,2,5.029
Nemeth et al. 2011,American crow,Corvidae,Passeriformes,American crow,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,3,8.01266666666667
Nemeth et al. 2011,American crow,Corvidae,Passeriformes,American crow,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,4,8.79733333333333
Nemeth et al. 2011,American crow,Corvidae,Passeriformes,American crow,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,5,8.616
Nemeth et al. 2011,American crow,Corvidae,Passeriformes,American crow,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,2,6,7.51466666666667
Nemeth et al. 2011,American crow,Corvidae,Passeriformes,American crow,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,2,7,1.7
Nemeth et al. 2011,American crow,Corvidae,Passeriformes,American crow,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,2,8,
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,1,1.7
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,2,4.74
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,3,5.49266666666667
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,4,5.03333333333333
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,5,3.049
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,6,2.22766666666667
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,7,1.7
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,8,
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,1,1.7
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,2,5.901
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,3,6.522
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,4,4.75
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,5,3.014
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,6,1.7
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,7,1.7
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,8,
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,1,3.32
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,2,5.397
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,3,6.447
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,4,6.323
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,5,3.035
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,6,4.195
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,7,1.7
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,8,3.412
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,1,3.154
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,2,5.547
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,3,5.78
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,4,4.709
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,5,4.804
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,6,1.7
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,7,1.7
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,8,
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,1,3.895
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,2,5.812
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,3,5.906
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,4,2.527
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,5,2.493
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,6,1.7
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,7,1.7
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,8,
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,11,11,1,2.3
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,16,16,2,5.2
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,11,11,3,3.4
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,6,6,4,3.1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,2,2,5,1.9
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,,,6,
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,,,7,
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,,,8,
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,1,1,1,1.7
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,5,5,2,3.8
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,5,5,3,2.6
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,2,2,4,2
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,5,
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,6,
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,7,
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,8,
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,16,16,1,3.4
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,17,17,2,5.5
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,11,11,3,2.4
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,12,12,4,2.2
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,1,1,5,2.2
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,1,1,6,1.7
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,,,7,
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,,,8,
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,5,5,1,3.5
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,5,5,2,4.3
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,2,2,3,3.2
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,,,4,
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,,,5,
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,,,6,
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,,,7,
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,,,8,
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,7,7,1,3.1
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,7,7,2,4
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,6,6,3,2.7
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,1,1,4,1.7
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,5,
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,6,
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,7,
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,8,
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,10,1,4.73766666666667
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,10,2,7.05577777777778
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,10,3,8.28155555555555
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,10,4,6.67833333333333
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,10,5,5.59377777777778
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,9,6,
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,9,7,
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,9,8,
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,6,1,3.008
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,6,2,6.278
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,6,3,5.91
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,6,4,5.915
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,6,5,3.323
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,5,6,2.17
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,0,7,
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,0,8,
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,1,5.704
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,2,6.568
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,3,6.601
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,4,4.826
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,5,3.691
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,6,2.225
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,7,1.7
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,8,
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,1,4.107
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,2,3.622
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,3,2.483
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,4,2.19
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,5,1.7
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,6,1.7
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,7,1.7
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,8,
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,1,5.41
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,2,5.815
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,3,4.598
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,4,3.024
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,5,2.094
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,6,1.7
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,7,1.7
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,8,
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,1,3.222
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,2,6.091
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,3,6.994
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,4,5.987
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,5,4.195
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,6,2.69
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,7,
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,8,
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,1,3.286
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,2,3.366
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,3,2.774
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,4,2.035
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,5,1.997
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,6,
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,7,
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,8,
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,1,4.776
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,2,5.023
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,3,4.788
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,4,3.776
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,5,2.176
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,6,1.7
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,7,1.7
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,8,
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99AAF,1999,New York,B,1000,California,16,16,1,5.383
