Citation,Host_Species,Host_Family,Host_Order,HS,WNV_Strain,Virus_Isolate_Date,Isolate_Location,Virus_Genotype,Virus_Dose,Host_Isolate_Location,Sample_Size_Original,Sample_Size_Death,Day,Survival
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,2,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,3,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,4,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,5,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,6,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,7,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,8,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,1,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,2,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,3,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,4,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,5,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,6,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,7,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,3162.27766016838,Colorado,10,10,8,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,11,11,1,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,16,16,2,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,11,11,3,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,6,6,4,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,2,2,5,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,,,6,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,,,7,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,10000,Alabama,,,8,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,1,1,1,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,5,5,2,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,5,5,3,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,2,2,4,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,5,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,6,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,7,1
Owen et al. 2006,Gray catbird,Mimidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,8,1
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,7,7,1,1
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,7,7,2,1
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,6,6,3,1
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,1,1,4,1
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,5,1
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,6,1
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,7,1
Owen et al. 2006,Wood thrush,Turdidae,Passeriformes,Other,NY99,1999,New York,B,1000,Alabama,,,8,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,16,16,1,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,17,17,2,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,11,11,3,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,12,12,4,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,1,1,5,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,1,1,6,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,,,7,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,10000,Alabama,,,8,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,5,5,1,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,5,5,2,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,2,2,3,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,,,4,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,,,5,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,,,6,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,,,7,1
Owen et al. 2006,Swainson’s thrushes,Catharus,Ustulatus,Other,NY99,1999,New York,B,1000,Alabama,,,8,1
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,10,1,1
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,10,2,1
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,10,3,1
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,10,4,1
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,10,5,1
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,9,6,0.9
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,9,7,0.9
Owen et al. 2012,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99,1999,New York,B,10000,Michigan,10,9,8,0.9
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,6,1,1
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,6,2,1
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,6,3,1
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,6,4,1
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,6,5,1
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,5,6,0.833333333333333
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,0,7,
Reisen and Fang 2007,Song sparrow,Emberizidae,Passeriformes,Other,NY99,1999,New York,B,3981.07170553497,California,6,0,8,
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,1,1
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,2,1
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,3,1
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,4,1
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,5,1
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,6,1
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,7,1
Reisen and Hahn 2007,Brown-headed cowbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,9,9,8,1
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,1,1
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,2,1
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,3,1
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,4,1
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,5,1
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,6,1
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,7,1
Reisen and Hahn 2007,Brewer’s blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,8,1
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,1,1
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,2,1
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,3,1
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,4,1
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,5,1
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,6,1
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,7,1
Reisen and Hahn 2007,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,7,7,8,1
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,1,1
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,2,1
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,3,1
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,4,1
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,5,1
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,6,1
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,7,1
Reisen and Hahn 2007,Tricolored blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,1000,California,5,5,8,1
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,1,1
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,2,1
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,3,1
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,4,1
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,5,1
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,6,1
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,7,1
Reisen et al. 2005,Common ground dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,6,6,8,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,1,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,2,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,3,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,4,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,5,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,6,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,7,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,8,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,1,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,2,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,3,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,4,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,5,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,6,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,7,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,8,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,1,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,2,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,3,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,4,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,5,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,6,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,7,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,8,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,1,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,2,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,3,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,4,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,5,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,6,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,7,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,8,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,1,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,2,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,3,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,4,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,5,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,6,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,7,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,8,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,1,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,2,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,3,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,4,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,5,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,6,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,7,1
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,8,1
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,1,1
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,2,1
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,3,1
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,4,1
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,5,1
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,6,1
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,7,1
Reisen et al. 2005,California quail ,Odontophpridae,Galliformes,Other,NY99AAF,1999,New York,B,1000,California,4,4,8,1
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,1,1
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,2,1
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,3,1
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,4,1
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,5,1
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,6,1
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,7,1
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,8,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,1,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,2,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,3,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,4,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,5,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,6,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,7,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,8,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,1,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,2,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,3,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,4,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,5,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,6,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,7,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,8,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,1,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,2,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,3,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,4,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,5,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,6,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,7,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,8,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,1,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,2,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,3,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,4,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,5,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,6,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,7,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,8,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,1,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,2,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,3,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,4,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,5,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,6,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,7,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,8,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,1,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,2,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,3,1
